timestamp_llegada,timestamp_salida,tiempo_respuesta,operacion,codigo
1763399418.35086,1763399529.6604927,111.30963253974915,prestamo,L0003
1763399529.6609726,1763399529.664414,0.003441333770751953,renovacion,L0002
1763399529.665022,1763399529.6716242,0.006602287292480469,prestamo,L0014
1763399529.6717324,1763399529.6720457,0.0003132820129394531,renovacion,L0003
1763399529.6723738,1763399529.6724613,8.749961853027344e-05,devolucion,L0001
1763399529.6725261,1763399529.680801,0.00827479362487793,renovacion,L0002
1763399529.6808808,1763399529.6809654,8.463859558105469e-05,renovacion,L0008
1763399529.6810148,1763399529.6941419,0.01312708854675293,prestamo,L0010
1763399529.6942384,1763399529.7001734,0.005934953689575195,prestamo,L0003
1763399529.700269,1763399529.7003596,9.059906005859375e-05,devolucion,L0012
1763399529.7004218,1763399529.70175,0.0013282299041748047,devolucion,L0001
1763399529.701827,1763399529.7183123,0.016485214233398438,prestamo,L0016
1763399529.7184346,1763399529.7185044,6.985664367675781e-05,devolucion,L0004
1763399529.7185538,1763399529.7197065,0.0011527538299560547,prestamo,L0005
1763399529.7197711,1763399529.7264886,0.0067174434661865234,devolucion,L0012
1763399529.7266579,1763399529.7271657,0.0005078315734863281,devolucion,L0017
1763399529.7272177,1763399529.727529,0.0003113746643066406,renovacion,L0005
1763399529.727584,1763399529.741065,0.01348114013671875,prestamo,L0006
1763399529.7411463,1763399529.7412221,7.581710815429688e-05,renovacion,L0014
1763399529.7412624,1763399529.7413063,4.38690185546875e-05,renovacion,L0009
1763399529.7413387,1763399529.7607663,0.01942753791809082,prestamo,L0018
1763399529.760851,1763399529.7609158,6.4849853515625e-05,devolucion,L0007
1763399529.7609873,1763399529.7610314,4.410743713378906e-05,devolucion,L0015
1763399529.7610664,1763399529.7694712,0.008404731750488281,renovacion,L0010
1763399529.7695682,1763399529.7696815,0.00011324882507324219,renovacion,L0008
1763399529.769728,1763399529.7712553,0.0015273094177246094,prestamo,L0005
1763399529.771329,1763399529.7837203,0.012391328811645508,renovacion,L0007
1763399529.7838068,1763399529.7894714,0.0056645870208740234,prestamo,L0009
1763399529.7895513,1763399529.7896147,6.341934204101562e-05,devolucion,L0006
1763399529.789652,1763399529.806027,0.016374826431274414,devolucion,L0010
