timestamp_llegada,timestamp_salida,tiempo_respuesta,operacion,codigo
1763399079.2865286,1763399331.0971045,251.81057596206665,renovacion,L0002
1763399331.0976436,1763399331.102791,0.005147457122802734,prestamo,L0003
1763399331.103113,1763399331.1087132,0.0056002140045166016,renovacion,L0003
1763399331.10892,1763399331.109153,0.00023293495178222656,devolucion,L0001
1763399331.1092246,1763399331.1165361,0.007311582565307617,prestamo,L0014
1763399331.1166208,1763399331.117359,0.0007381439208984375,renovacion,L0002
1763399331.1174397,1763399331.1336014,0.016161680221557617,prestamo,L0010
1763399331.1336904,1763399331.1397662,0.006075859069824219,prestamo,L0003
1763399331.1398945,1763399331.1400273,0.0001327991485595703,renovacion,L0008
1763399331.1400862,1763399331.1437228,0.003636598587036133,devolucion,L0001
1763399331.1438036,1763399331.1489913,0.0051877498626708984,devolucion,L0004
1763399331.1490972,1763399331.1492054,0.00010824203491210938,devolucion,L0012
1763399331.1492608,1763399331.1667078,0.01744699478149414,prestamo,L0016
1763399331.166831,1763399331.1669502,0.00011920928955078125,renovacion,L0005
1763399331.167006,1763399331.1814272,0.014421224594116211,prestamo,L0005
1763399331.1815574,1763399331.1899476,0.008390188217163086,prestamo,L0006
1763399331.1900692,1763399331.190173,0.00010371208190917969,devolucion,L0012
1763399331.190241,1763399331.1933343,0.003093242645263672,devolucion,L0017
1763399331.1934388,1763399331.2032015,0.009762763977050781,devolucion,L0007
1763399331.2033267,1763399331.203413,8.630752563476562e-05,renovacion,L0009
1763399331.2034652,1763399331.2035208,5.555152893066406e-05,renovacion,L0014
1763399331.2035625,1763399331.2184353,0.01487278938293457,prestamo,L0018
1763399331.2185352,1763399331.218643,0.00010776519775390625,renovacion,L0008
1763399331.218701,1763399331.2187507,4.982948303222656e-05,devolucion,L0015
1763399331.2187932,1763399331.228388,0.009594917297363281,prestamo,L0005
1763399331.2284892,1763399331.229097,0.0006077289581298828,renovacion,L0010
1763399331.2291727,1763399331.2444668,0.015294075012207031,prestamo,L0009
1763399331.2445674,1763399331.2737007,0.029133319854736328,renovacion,L0007
1763399331.2738068,1763399331.2738605,5.364418029785156e-05,devolucion,L0010
1763399331.2739022,1763399331.2739508,4.863739013671875e-05,devolucion,L0006
1763399331.2739875,1763399331.2895417,0.015554189682006836,prestamo,L0001
1763399331.2896438,1763399331.2897167,7.295608520507812e-05,devolucion,L0008
1763399331.2897696,1763399331.2898393,6.961822509765625e-05,renovacion,L0011
1763399331.2898915,1763399331.3024905,0.012598991394042969,renovacion,L0013
1763399331.3025935,1763399331.318145,0.015551567077636719,prestamo,L0020
1763399331.3183727,1763399331.3345504,0.016177654266357422,prestamo,L0012
1763399331.3346434,1763399331.3414335,0.0067901611328125,prestamo,L0007
1763399331.3415232,1763399331.3416348,0.00011157989501953125,renovacion,L0013
1763399331.3416836,1763399331.343394,0.0017104148864746094,devolucion,L0013
1763399331.343489,1763399331.351761,0.008272171020507812,devolucion,L0020
1763399331.3520305,1763399331.3521953,0.0001647472381591797,renovacion,L0014
1763399331.352548,1763399331.3606532,0.008105278015136719,prestamo,L0018
1763399331.360792,1763399331.3764482,0.015656232833862305,prestamo,L0019
1763399331.376568,1763399331.3848608,0.008292675018310547,prestamo,L0015
1763399331.3851461,1763399331.3852463,0.00010013580322265625,devolucion,L0011
1763399331.3855183,1763399331.3856697,0.0001513957977294922,renovacion,L0002
1763399331.3857388,1763399331.3939483,0.008209466934204102,devolucion,L0016
1763399331.3940666,1763399331.3956928,0.0016262531280517578,prestamo,L0019
1763399331.3957744,1763399331.3971324,0.0013580322265625,prestamo,L0016
1763399331.3972054,1763399331.4026165,0.0054111480712890625,renovacion,L0017
1763399331.4027243,1763399331.402868,0.0001437664031982422,renovacion,L0009
1763399331.4029243,1763399331.4065359,0.0036115646362304688,devolucion,L0004
1763399331.4066195,1763399331.414512,0.007892370223999023,prestamo,L0018
1763399331.414624,1763399331.4146926,6.866455078125e-05,devolucion,L0006
1763399331.4147463,1763399331.4165156,0.0017693042755126953,renovacion,L0011
1763399331.4165955,1763399331.4232209,0.00662541389465332,devolucion,L0019
1763399331.4233289,1763399331.43018,0.0068511962890625,prestamo,L0017
1763399331.4302824,1763399331.4323416,0.0020592212677001953,prestamo,L0015
1763399331.432427,1763399331.4332778,0.0008509159088134766,renovacion,L0020
1763399331.4334433,1763399331.4407172,0.00727391242980957,renovacion,L0021
1763399331.4408307,1763399331.4546378,0.013807058334350586,prestamo,L0021
1763399331.4547398,1763399331.454823,8.320808410644531e-05,devolucion,L0021
1763399331.4548733,1763399331.460142,0.005268573760986328,devolucion,L0013
