1763300776.2664943,1763301011.1825027,234.91600847244263,devolucion,L0010
1763301011.1828678,1763301011.2227788,0.03991103172302246,prestamo,L0003
1763301011.2229555,1763301011.2552135,0.032258033752441406,renovacion,L0005
1763301011.255338,1763301011.300392,0.045053958892822266,prestamo,L0015
1763301011.3005342,1763301011.3006892,0.00015497207641601562,renovacion,L0013
1763301011.300777,1763301011.3295121,0.02873516082763672,prestamo,L0018
1763301011.3296888,1763301011.3363802,0.006691455841064453,prestamo,L0017
1763301011.336665,1763301011.3367827,0.00011777877807617188,devolucion,L0001
1763301011.3368835,1763301011.358293,0.02140951156616211,devolucion,L0015
1763301011.3584187,1763301011.36253,0.004111289978027344,devolucion,L0007
1763301011.3628306,1763301011.3629787,0.0001480579376220703,renovacion,L0012
1763301011.3630502,1763301011.3868062,0.023756027221679688,renovacion,L0016
1763301011.3869724,1763301011.3882792,0.001306772232055664,renovacion,L0003
1763301011.3883798,1763301011.4092712,0.020891427993774414,prestamo,L0002
1763301011.4093745,1763301011.4209542,0.011579751968383789,prestamo,L0016
1763301011.4210632,1763301011.4281247,0.007061481475830078,prestamo,L0012
1763301011.428226,1763301011.435777,0.007550954818725586,devolucion,L0006
1763301011.4358892,1763301011.458102,0.022212743759155273,devolucion,L0018
1763301011.4585986,1763301011.458837,0.0002384185791015625,devolucion,L0017
1763301011.458911,1763301011.46375,0.0048389434814453125,renovacion,L0008
1763301011.463865,1763301011.4845068,0.020641803741455078,renovacion,L0014
1763301011.4846458,1763301011.484716,7.009506225585938e-05,renovacion,L0017
1763301011.4847639,1763301011.5040216,0.019257783889770508,prestamo,L0019
1763301011.5041533,1763301011.5182114,0.014058113098144531,prestamo,L0008
1763301011.5183694,1763301011.5201151,0.0017457008361816406,prestamo,L0005
1763301011.5203078,1763301011.5323267,0.012018918991088867,devolucion,L0013
1763301011.5325298,1763301011.546447,0.013917207717895508,devolucion,L0005
1763301011.5466638,1763301011.5476844,0.001020669937133789,devolucion,L0019
1763301011.5478272,1763301011.5617466,0.013919353485107422,renovacion,L0015
1763301011.5618706,1763301011.5761473,0.014276742935180664,renovacion,L0012
1763301011.5763113,1763301011.5763826,7.128715515136719e-05,renovacion,L0006
1763301011.5764344,1763301011.6003146,0.0238802433013916,prestamo,L0007
1763301011.6004217,1763301011.622676,0.022254228591918945,prestamo,L0009
1763301011.6227963,1763301011.639102,0.01630568504333496,prestamo,L0019
1763301011.639213,1763301011.6392958,8.273124694824219e-05,devolucion,L0016
1763301011.6393583,1763301011.654047,0.014688730239868164,devolucion,L0012
1763301011.6541834,1763301011.6681914,0.014008045196533203,devolucion,L0002
1763301011.6683226,1763301011.6687906,0.0004680156707763672,renovacion,L0009
1763301011.6689696,1763301011.6816983,0.012728691101074219,renovacion,L0010
1763301011.681977,1763301011.7039857,0.022008657455444336,prestamo,L0010
1763301011.7041488,1763301011.7042663,0.00011754035949707031,renovacion,L0015
1763301011.7043388,1763301011.7182612,0.013922452926635742,prestamo,L0004
1763301011.7183678,1763301011.7437725,0.025404691696166992,prestamo,L0011
1763301011.7447603,1763301011.7450361,0.0002758502960205078,devolucion,L0004
1763301011.7452655,1763301011.7478952,0.0026297569274902344,devolucion,L0014
1763301011.7483468,1763301011.7711709,0.02282404899597168,devolucion,L0016
1763301011.7718427,1763301011.7752812,0.0034384727478027344,renovacion,L0018
1763301011.7755558,1763301011.77567,0.00011420249938964844,renovacion,L0019
1763301011.7757504,1763301011.8109272,0.035176753997802734,prestamo,L0013
1763301011.811057,1763301011.8112218,0.0001647472381591797,renovacion,L0018
1763301011.8112931,1763301011.8274162,0.016123056411743164,prestamo,L0011
1763301011.8276126,1763301011.846192,0.01857924461364746,prestamo,L0006
1763301011.8463113,1763301011.8464136,0.00010228157043457031,devolucion,L0011
1763301011.8464665,1763301011.8559499,0.00948333740234375,devolucion,L0008
1763301011.85621,1763301011.8737154,0.017505407333374023,devolucion,L0003
1763301011.8738463,1763301011.8830948,0.009248495101928711,renovacion,L0007
1763301011.883241,1763301011.904632,0.02139115333557129,renovacion,L0002
1763301011.9047768,1763301011.917993,0.013216257095336914,prestamo,L0014
1763301011.9181008,1763301011.9438488,0.025748014450073242,prestamo,L0001
1763301011.9439833,1763301011.9447908,0.0008075237274169922,devolucion,L0010
1763301011.944926,1763301011.9732041,0.028278112411499023,devolucion,L0011
1763301011.973344,1763301012.00098,0.027635812759399414,renovacion,L0004
1763301012.001114,1763301012.0420964,0.04098248481750488,prestamo,L0015
1763301012.0422041,1763301012.09973,0.0575258731842041,devolucion,L0013
1763301012.099868,1763301012.1307883,0.03092026710510254,renovacion,L0017
1763301012.1310852,1763301012.1822255,0.05114030838012695,prestamo,L0013
1763301012.1825469,1763301012.2194965,0.03694963455200195,devolucion,L0014
1763301012.2196136,1763301012.2477124,0.02809882164001465,renovacion,L0001
